order_id,date_sk,customer_sk,channel_sk,store_sk,status,total_amount,tax_amount
1000006081,6721,1406,1,,FULFILLED,18351.75,2976.75
1000006082,457,979,2,4.0,FULFILLED,58697.1,10187.1
1000006083,3096,1307,2,4.0,PAID,39204.0,6804.0
1000006084,1195,743,1,,FULFILLED,27588.0,4788.0
1000006085,6724,947,1,,PAID,31692.0,5292.0
1000006086,8493,443,1,,FULFILLED,26329.2,4309.2
1000006087,2239,921,2,2.0,FULFILLED,84324.9,14634.9
1000006088,5352,934,2,4.0,CREATED,16008.3,2778.3
1000006089,11947,1132,2,4.0,FULFILLED,27442.8,4762.8
1000006090,7178,52,2,2.0,FULFILLED,68244.0,11844.0
1000006091,6229,1111,1,,PAID,77328.36,13212.36
1000006092,2038,505,2,2.0,PAID,39204.0,6804.0
1000006093,9511,1286,2,4.0,FULFILLED,42688.8,7408.8
1000006094,10291,220,1,,FULFILLED,55513.88,9426.38
1000006095,8654,673,2,2.0,PAID,14229.6,2469.6
1000006096,10538,557,1,,FULFILLED,17535.0,2835.0
1000006097,11066,797,2,4.0,FULFILLED,45738.0,7938.0
1000006098,3980,596,1,,FULFILLED,15720.0,2520.0
1000006099,8413,1167,1,,PAID,54261.0,9261.0
1000006100,3389,658,1,,FULFILLED,44188.8,7408.8
1000006101,1952,518,1,,FULFILLED,79462.8,13582.8
1000006102,1727,1318,1,,FULFILLED,52927.5,8977.5
1000006103,3140,721,2,3.0,FULFILLED,29403.0,5103.0
1000006104,11704,275,1,,PAID,86958.75,14883.75
1000006105,11212,1310,2,4.0,PAID,13794.0,2394.0
1000006106,11886,555,2,1.0,FULFILLED,19057.5,3307.5
1000006107,5052,1020,1,,PAID,56929.05,9724.05
1000006108,2908,1013,1,,FULFILLED,29088.0,4788.0
1000006109,9562,415,2,2.0,FULFILLED,42688.8,7408.8
1000006110,6771,1155,2,4.0,CREATED,39204.0,6804.0
1000006111,319,1426,1,,FULFILLED,43588.8,7408.8
1000006112,9711,1269,2,1.0,FULFILLED,41454.6,7194.6
1000006113,4608,1230,1,,FULFILLED,33570.0,5670.0
1000006114,6085,972,2,3.0,FULFILLED,35574.0,6174.0
1000006115,11741,1107,1,,PAID,19004.62,3142.12
1000006116,4584,788,1,,FULFILLED,16335.0,2835.0
1000006117,3405,1120,1,,FULFILLED,50674.8,8794.8
1000006118,4450,168,1,,CREATED,29959.2,4939.2
1000006119,4535,746,2,2.0,CANCELLED,12414.6,2154.6
1000006120,8302,127,1,,FULFILLED,35503.5,5953.5
1000006121,1320,447,1,,FULFILLED,58072.5,9922.5
1000006122,3840,815,1,,FULFILLED,29940.0,5040.0
1000006123,6544,882,1,,FULFILLED,79608.0,13608.0
1000006124,7581,1213,1,,FULFILLED,19350.0,3150.0
1000006125,6240,1266,1,,FULFILLED,39233.85,6548.85
1000006126,6064,195,1,,FULFILLED,18987.0,3087.0
1000006127,5597,1128,2,3.0,FULFILLED,49005.0,8505.0
1000006128,2111,661,1,,CANCELLED,71622.0,12222.0
1000006129,5572,1054,1,,FULFILLED,68718.0,11718.0
1000006130,5014,887,1,,FULFILLED,16446.0,2646.0
1000006131,795,71,1,,CANCELLED,32236.5,5386.5
1000006132,8406,1303,1,,FULFILLED,37137.0,6237.0
1000006133,2548,545,1,,FULFILLED,30240.0,5040.0
1000006134,9800,613,2,2.0,REFUNDED,35283.6,6123.6
1000006135,1624,616,1,,CANCELLED,35385.0,5985.0
1000006136,5271,309,1,,CREATED,25729.2,4309.2
1000006137,4060,740,1,,PAID,35685.0,5985.0
1000006138,8911,1281,2,1.0,PAID,14229.6,2469.6
1000006139,3298,347,2,3.0,FULFILLED,53179.5,9229.5
1000006140,1180,1385,1,,FULFILLED,58554.0,9954.0
1000006141,8892,547,2,4.0,PAID,28459.2,4939.2
1000006142,3401,726,1,,FULFILLED,54261.0,9261.0
1000006143,2278,315,2,3.0,REFUNDED,71874.0,12474.0
1000006144,7561,914,1,,PAID,42282.0,7182.0
1000006145,10920,896,1,,FULFILLED,110344.5,18994.5
1000006146,8437,289,2,3.0,CANCELLED,18150.0,3150.0
1000006147,2366,597,2,4.0,PAID,66429.0,11529.0
1000006148,8766,195,1,,PAID,79182.0,13482.0
1000006149,11294,1129,2,4.0,FULFILLED,41382.0,7182.0
1000006150,252,713,1,,FULFILLED,52627.5,8977.5
1000006151,7066,1158,1,,CANCELLED,89709.0,15309.0
1000006152,3269,820,2,4.0,CANCELLED,77623.92,13471.92
1000006153,4211,425,1,,FULFILLED,49905.0,8505.0
1000006154,1013,461,1,,FULFILLED,14520.0,2520.0
1000006155,5081,804,2,1.0,FULFILLED,47291.64,8207.64
1000006156,8675,83,1,,PAID,97032.0,16632.0
1000006157,1799,376,2,3.0,FULFILLED,53724.0,9324.0
1000006158,2281,1429,1,,FULFILLED,29461.08,5113.08
1000006159,4280,1360,1,,FULFILLED,77430.0,13230.0
1000006160,9734,900,1,,FULFILLED,33444.0,5544.0
1000006161,700,1039,1,,FULFILLED,29088.0,4788.0
1000006162,4985,1066,1,,FULFILLED,39204.0,6804.0
1000006163,10042,165,2,4.0,FULFILLED,42688.8,7408.8
1000006164,8747,957,1,,FULFILLED,15383.7,2513.7
1000006165,11983,1335,1,,PAID,123785.1,21275.1
1000006166,4277,442,2,1.0,FULFILLED,57172.5,9922.5
1000006167,1886,1443,2,1.0,FULFILLED,26136.0,4536.0
1000006168,1388,492,1,,FULFILLED,49116.0,8316.0
1000006169,5031,944,1,,PAID,33570.0,5670.0
1000006170,9466,370,1,,FULFILLED,32236.5,5386.5
1000006171,3404,516,1,,FULFILLED,18742.5,2992.5
1000006172,1120,1392,1,,FULFILLED,37137.0,6237.0
1000006173,3202,1019,2,2.0,CREATED,35283.6,6123.6
1000006174,2431,337,1,,FULFILLED,44460.0,7560.0
1000006175,8315,387,1,,FULFILLED,17508.3,2778.3
1000006176,3357,281,1,,FULFILLED,27336.0,4536.0
1000006177,8967,628,1,,FULFILLED,16146.0,2646.0
1000006178,9940,952,1,,PAID,55950.0,9450.0
1000006179,4632,1340,1,,FULFILLED,52627.5,8977.5
1000006180,4710,1076,1,,FULFILLED,77623.92,13471.92
1000006181,1153,185,1,,FULFILLED,57646.5,9796.5
1000006182,11835,475,1,,PAID,48816.0,8316.0
1000006183,10089,154,1,,FULFILLED,56376.0,9576.0
1000006184,1216,1168,2,4.0,FULFILLED,95650.5,16600.5
1000006185,11882,309,1,,FULFILLED,68079.12,11607.12
1000006186,2734,828,2,4.0,REFUNDED,41164.2,7144.2
1000006187,1496,1200,1,,FULFILLED,79063.5,13513.5
1000006188,4419,1286,1,,FULFILLED,52663.8,8983.8
1000006189,590,659,2,1.0,FULFILLED,67844.7,11774.7
1000006190,10257,430,1,,FULFILLED,28488.0,4788.0
1000006191,8273,704,1,,FULFILLED,28788.0,4788.0
1000006192,3165,1087,2,3.0,FULFILLED,35937.0,6237.0
1000006193,6845,63,1,,FULFILLED,44760.0,7560.0
1000006194,7707,1388,1,,REFUNDED,71332.12,12119.62
1000006195,189,987,2,1.0,PAID,38419.92,6667.92
1000006196,55,311,1,,FULFILLED,41130.0,6930.0
1000006197,5469,379,2,4.0,FULFILLED,39204.0,6804.0
1000006198,3424,585,1,,CREATED,18868.5,3118.5
1000006199,11138,877,1,,REFUNDED,78582.0,13482.0
1000006200,10814,416,2,3.0,CANCELLED,39204.0,6804.0
1000006201,6130,173,1,,FULFILLED,40104.0,6804.0
1000006202,11375,659,1,,FULFILLED,39319.92,6667.92
1000006203,8015,4,1,,FULFILLED,34170.0,5670.0
1000006204,1039,849,2,1.0,FULFILLED,41382.0,7182.0
1000006205,7608,271,2,4.0,FULFILLED,28459.2,4939.2
1000006206,10332,1388,1,,FULFILLED,43124.4,7484.4
1000006207,9330,623,1,,CANCELLED,36456.38,6118.88
1000006208,4798,1388,1,,FULFILLED,38615.7,6545.7
1000006209,3608,1427,2,2.0,CANCELLED,13794.0,2394.0
1000006210,791,1139,2,4.0,FULFILLED,37352.7,6482.7
1000006211,11310,463,1,,FULFILLED,15841.08,2593.08
1000006212,2264,1430,1,,FULFILLED,26136.0,4536.0
1000006213,2331,499,1,,PAID,71449.05,12244.05
1000006214,1951,67,1,,FULFILLED,51429.6,8769.6
1000006215,11275,249,1,,REFUNDED,16008.3,2778.3
1000006216,6331,764,1,,FULFILLED,29088.0,4788.0
1000006217,11884,911,2,3.0,FULFILLED,51636.75,8961.75
1000006218,10316,801,2,3.0,REFUNDED,29882.16,5186.16
1000006219,8618,130,1,,FULFILLED,95280.0,16380.0
1000006220,11114,1106,1,,CANCELLED,36774.0,6174.0
1000006221,1363,1441,1,,FULFILLED,130401.3,22371.3
1000006222,8496,364,1,,PAID,15383.7,2513.7
1000006223,1746,35,1,,PAID,14994.0,2394.0
1000006224,8634,1451,1,,FULFILLED,17235.0,2835.0
1000006225,866,679,1,,FULFILLED,40104.0,6804.0
1000006226,275,1084,1,,FULFILLED,29659.2,4939.2
1000006227,9708,248,1,,FULFILLED,45738.0,7938.0
1000006228,8606,1249,1,,FULFILLED,16446.0,2646.0
1000006229,2852,4,2,1.0,FULFILLED,43269.6,7509.6
1000006230,6153,1405,2,3.0,CANCELLED,43560.0,7560.0
1000006231,1615,1212,2,4.0,FULFILLED,57680.7,10010.7
1000006232,9677,962,1,,FULFILLED,35385.0,5985.0
1000006233,2931,1016,2,3.0,CANCELLED,48678.3,8448.3
1000006234,34,1346,1,,FULFILLED,29659.2,4939.2
1000006235,5899,249,1,,CANCELLED,76549.2,13129.2
1000006236,2465,1301,1,,PAID,53472.0,9072.0
1000006237,7879,1224,2,4.0,CANCELLED,37243.8,6463.8
1000006238,9750,790,1,,FULFILLED,33570.0,5670.0
1000006239,3425,1307,1,,PAID,85842.0,14742.0
1000006240,2049,56,1,,FULFILLED,14694.0,2394.0
1000006241,5475,266,2,4.0,PAID,46609.2,8089.2
1000006242,6907,80,2,1.0,FULFILLED,26136.0,4536.0
1000006243,9710,1458,2,3.0,FULFILLED,12414.6,2154.6
1000006244,1080,685,1,,PAID,26329.2,4309.2
1000006245,6084,1284,2,1.0,FULFILLED,14229.6,2469.6
1000006246,2494,1460,2,1.0,FULFILLED,18104.62,3142.12
1000006247,1903,1024,1,,PAID,39315.0,6615.0
1000006248,9315,937,1,,FULFILLED,18442.5,2992.5
1000006249,1584,1489,2,1.0,FULFILLED,27442.8,4762.8
1000006250,2847,1233,2,4.0,FULFILLED,80368.2,13948.2
1000006251,10955,176,1,,FULFILLED,72019.2,12499.2
1000006252,2033,396,1,,FULFILLED,58529.88,10001.88
1000006253,9634,552,1,,FULFILLED,31936.5,5386.5
1000006254,4631,709,1,,FULFILLED,44878.5,7528.5
1000006255,9968,1262,1,,FULFILLED,32236.5,5386.5
1000006256,9063,310,2,2.0,PAID,17787.0,3087.0
1000006257,4728,1258,1,,FULFILLED,29940.0,5040.0
1000006258,1967,1039,2,3.0,FULFILLED,54313.88,9426.38
1000006259,7612,145,1,,FULFILLED,13614.6,2154.6
1000006260,390,928,1,,FULFILLED,42037.5,7087.5
1000006261,10415,1061,1,,FULFILLED,73543.8,12763.8
1000006262,2473,1421,2,1.0,FULFILLED,49005.0,8505.0
1000006263,10805,1219,1,,PAID,84753.0,14553.0
1000006264,11793,510,1,,REFUNDED,29359.2,4939.2
1000006265,9233,684,1,,FULFILLED,27036.0,4536.0
1000006266,5535,727,1,,FULFILLED,42364.2,7144.2
1000006267,7156,584,1,,FULFILLED,66749.25,11324.25
1000006268,8001,521,1,,CANCELLED,17535.0,2835.0
1000006269,7305,475,1,,FULFILLED,85779.0,14679.0
1000006270,5796,1472,1,,PAID,18687.0,3087.0
1000006271,9094,188,1,,FULFILLED,70470.0,11970.0
1000006272,1899,601,2,1.0,FULFILLED,17787.0,3087.0
1000006273,11200,407,1,,FULFILLED,19957.5,3307.5
1000006274,7177,210,2,2.0,FULFILLED,58697.1,10187.1
1000006275,4940,1472,2,2.0,REFUNDED,32670.0,5670.0
1000006276,8059,1317,2,1.0,FULFILLED,26136.0,4536.0
1000006277,6231,1450,1,,FULFILLED,26329.2,4309.2
1000006278,10850,724,1,,FULFILLED,34485.0,5985.0
1000006279,7182,942,1,,PAID,49905.0,8505.0
1000006280,890,226,1,,FULFILLED,15294.0,2394.0
1000006281,11950,675,2,2.0,PAID,81021.6,14061.6
1000006282,7857,1366,1,,FULFILLED,36774.0,6174.0
1000006283,5886,1464,1,,PAID,29949.6,4989.6
1000006284,9316,1317,2,2.0,FULFILLED,29040.0,5040.0
1000006285,6040,321,1,,REFUNDED,32670.0,5670.0
1000006286,9437,288,2,3.0,PAID,26136.0,4536.0
1000006287,830,839,1,,PAID,17535.0,2835.0
1000006288,279,63,2,4.0,PAID,65993.4,11453.4
1000006289,525,74,1,,FULFILLED,27336.0,4536.0
1000006290,3177,1359,1,,FULFILLED,16852.56,2716.56
1000006291,10211,735,1,,CANCELLED,37243.8,6463.8
1000006292,6319,583,2,2.0,FULFILLED,41382.0,7182.0
1000006293,648,403,1,,PAID,18687.0,3087.0
1000006294,4966,144,2,4.0,FULFILLED,64904.4,11264.4
1000006295,2369,724,2,4.0,FULFILLED,43451.1,7541.1
1000006296,1909,508,1,,CANCELLED,29940.0,5040.0
1000006297,7959,1476,1,,FULFILLED,19050.0,3150.0
1000006298,1280,1069,1,,CANCELLED,37709.25,6284.25
1000006299,9573,92,1,,FULFILLED,48816.0,8316.0
1000006300,1297,376,1,,FULFILLED,42664.2,7144.2
1000006301,6745,251,2,4.0,FULFILLED,54450.0,9450.0
1000006302,5295,665,1,,FULFILLED,35685.0,5985.0
1000006303,6271,4,2,1.0,REFUNDED,48142.88,8355.38
1000006304,9072,225,1,,PAID,75687.6,12927.6
1000006305,8948,1083,2,1.0,FULFILLED,28967.4,5027.4
1000006306,5924,111,1,,FULFILLED,29867.4,5027.4
1000006307,3649,1491,2,2.0,FULFILLED,47916.0,8316.0
1000006308,557,1340,1,,FULFILLED,52627.5,8977.5
1000006309,8733,597,1,,FULFILLED,14268.0,2268.0
1000006310,5641,873,1,,FULFILLED,15729.6,2469.6
1000006311,1598,1021,2,1.0,PAID,53905.5,9355.5
1000006312,7575,456,1,,PAID,51158.4,8618.4
1000006313,7458,413,2,3.0,FULFILLED,30346.8,5266.8
1000006314,1215,748,2,3.0,FULFILLED,95962.68,16654.68
1000006315,2952,1310,2,1.0,FULFILLED,16335.0,2835.0
1000006316,1181,1271,1,,FULFILLED,18442.5,2992.5
1000006317,5114,964,1,,FULFILLED,16746.0,2646.0
1000006318,6375,1178,1,,FULFILLED,45423.0,7623.0
1000006319,9443,292,1,,REFUNDED,32205.12,5433.12
1000006320,7846,1034,2,4.0,FULFILLED,81312.0,14112.0
1000006321,6065,494,1,,PAID,58917.0,10017.0
1000006322,6524,1025,1,,FULFILLED,31305.12,5433.12
1000006323,10901,1045,2,2.0,CREATED,17787.0,3087.0
1000006324,8963,700,1,,FULFILLED,14921.4,2381.4
1000006325,3159,1194,1,,FULFILLED,14268.0,2268.0
1000006326,9631,449,1,,FULFILLED,79462.8,13582.8
1000006327,5098,220,2,4.0,FULFILLED,60112.8,10432.8
1000006328,11834,1152,1,,FULFILLED,128229.75,22254.75
1000006329,2418,417,2,3.0,CANCELLED,56918.4,9878.4
1000006330,9168,231,2,3.0,FULFILLED,35574.0,6174.0
1000006331,551,142,1,,PAID,49905.0,8505.0
1000006332,3121,867,1,,FULFILLED,29882.16,5186.16
1000006333,7934,1011,1,,FULFILLED,17535.0,2835.0
1000006334,7027,1363,1,,FULFILLED,19350.0,3150.0
1000006335,8688,1027,2,3.0,FULFILLED,84070.8,14590.8
1000006336,10213,135,1,,FULFILLED,28788.0,4788.0
1000006337,8299,582,1,,FULFILLED,17535.0,2835.0
1000006338,5099,525,1,,FULFILLED,31936.5,5386.5
1000006339,9438,463,2,3.0,FULFILLED,71601.75,12426.75
1000006340,6053,1127,1,,FULFILLED,39619.92,6667.92
1000006341,7690,1263,1,,FULFILLED,27036.0,4536.0
1000006342,8097,294,1,,FULFILLED,85788.6,14628.6
1000006343,8201,594,2,3.0,REFUNDED,68970.0,11970.0
1000006344,317,195,2,2.0,PAID,73689.0,12789.0
1000006345,614,649,2,1.0,PAID,17787.0,3087.0
1000006346,5743,1043,1,,CANCELLED,31464.6,5304.6
1000006347,10913,932,1,,FULFILLED,64570.2,11050.2
1000006348,9326,444,1,,FULFILLED,18142.5,2992.5
1000006349,10599,87,1,,CREATED,29882.16,5186.16
1000006350,5675,819,1,,FULFILLED,49905.0,8505.0
1000006351,3156,967,1,,CANCELLED,75189.0,12789.0
1000006352,6729,605,2,4.0,FULFILLED,51727.5,8977.5
1000006353,4158,1331,1,,CANCELLED,35322.0,5922.0
1000006354,4214,527,2,2.0,FULFILLED,39204.0,6804.0
1000006355,4576,660,1,,FULFILLED,109301.4,18761.4
1000006356,8653,1355,1,,FULFILLED,54261.0,9261.0
1000006357,3397,336,1,,PAID,25613.28,4445.28
1000006358,7625,764,2,4.0,FULFILLED,14483.7,2513.7
1000006359,7379,321,1,,FULFILLED,43560.0,7560.0
1000006360,5724,307,1,,FULFILLED,61821.0,10521.0
1000006361,470,1027,2,1.0,FULFILLED,88209.0,15309.0
1000006362,5209,1359,2,4.0,CANCELLED,11761.2,2041.2
1000006363,8809,723,1,,FULFILLED,18142.5,2992.5
1000006364,7644,1135,1,,FULFILLED,29659.2,4939.2
1000006365,5429,72,1,,FULFILLED,45060.0,7560.0
1000006366,4062,459,2,4.0,REFUNDED,45738.0,7938.0
1000006367,3317,453,2,4.0,FULFILLED,36300.0,6300.0
1000006368,3433,995,1,,FULFILLED,59597.1,10187.1
1000006369,8632,316,2,4.0,CANCELLED,18150.0,3150.0
1000006370,11382,1306,2,4.0,FULFILLED,29882.16,5186.16
1000006371,11742,212,2,4.0,FULFILLED,64614.0,11214.0
1000006372,985,212,1,,PAID,28788.0,4788.0
1000006373,2055,1378,1,,FULFILLED,76404.0,13104.0
1000006374,8873,746,1,,PAID,95643.0,16443.0
1000006375,1644,1327,1,,FULFILLED,13968.0,2268.0
1000006376,389,1323,2,3.0,PAID,34485.0,5985.0
1000006377,5140,1036,1,,FULFILLED,14694.0,2394.0
1000006378,3640,426,2,3.0,REFUNDED,14229.6,2469.6
1000006379,4899,1045,1,,FULFILLED,28642.8,4762.8
1000006380,11231,885,1,,CANCELLED,59622.75,10347.75
1000006381,9579,1009,1,,FULFILLED,17172.0,2772.0
1000006382,463,220,2,2.0,FULFILLED,31036.5,5386.5
1000006383,4015,705,1,,FULFILLED,44641.5,7591.5
1000006384,3219,1037,1,,PAID,24722.4,4082.4
1000006385,2980,789,1,,PAID,79545.0,13545.0
1000006386,2991,79,1,,PAID,42282.0,7182.0
1000006387,12,768,1,,FULFILLED,54972.48,9384.48
1000006388,6982,1253,2,2.0,REFUNDED,68607.0,11907.0
1000006389,3359,340,1,,FULFILLED,52973.4,8933.4
1000006390,8137,87,1,,FULFILLED,79462.8,13582.8
1000006391,9641,504,1,,CANCELLED,18142.5,2992.5
1000006392,81,575,1,,PAID,37500.0,6300.0
1000006393,2644,467,1,,FULFILLED,48924.9,8334.9
1000006394,8182,771,1,,FULFILLED,54261.0,9261.0
1000006395,11522,1306,1,,FULFILLED,84579.0,14679.0
1000006396,942,465,2,2.0,FULFILLED,56900.25,9875.25
1000006397,11467,877,2,4.0,PAID,14701.5,2551.5
1000006398,1316,602,1,,REFUNDED,43560.0,7560.0
1000006399,10117,554,1,,FULFILLED,31392.0,5292.0
1000006400,5977,1313,1,,FULFILLED,54805.5,9355.5
1000006401,7213,410,2,2.0,FULFILLED,26136.0,4536.0
1000006402,4756,1312,2,2.0,FULFILLED,36300.0,6300.0
1000006403,10903,289,2,1.0,FULFILLED,13794.0,2394.0
1000006404,9489,429,2,1.0,FULFILLED,14520.0,2520.0
1000006405,11418,699,1,,FULFILLED,14006.64,2222.64
1000006406,7996,267,2,2.0,PAID,17242.5,2992.5
1000006407,9175,1228,1,,REFUNDED,37409.25,6284.25
1000006408,5210,476,1,,FULFILLED,18142.5,2992.5
1000006409,7138,1276,1,,FULFILLED,30240.0,5040.0
1000006410,2171,648,2,2.0,FULFILLED,16335.0,2835.0
1000006411,302,851,2,4.0,PAID,49005.0,8505.0
1000006412,6805,1348,2,4.0,CANCELLED,36300.0,6300.0
1000006413,1018,1318,2,2.0,FULFILLED,53724.0,9324.0
1000006414,6582,514,2,1.0,FULFILLED,17968.5,3118.5
1000006415,5860,1093,1,,PAID,52355.25,8930.25
1000006416,4792,1426,1,,FULFILLED,15574.8,2494.8
1000006417,10402,996,2,2.0,FULFILLED,51909.0,9009.0
1000006418,7004,718,2,2.0,CANCELLED,34485.0,5985.0
1000006419,2752,724,1,,PAID,77130.0,13230.0
1000006420,1291,114,1,,PAID,66186.6,11226.6
1000006421,7174,800,2,2.0,FULFILLED,14701.5,2551.5
1000006422,7708,1004,1,,PAID,49116.0,8316.0
1000006423,7052,147,2,1.0,FULFILLED,14229.6,2469.6
1000006424,6990,28,2,1.0,REFUNDED,29040.0,5040.0
1000006425,7264,786,1,,FULFILLED,55650.0,9450.0
1000006426,10693,153,2,3.0,CANCELLED,14229.6,2469.6
1000006427,5784,1433,1,,FULFILLED,44351.1,7541.1
1000006428,9892,1419,2,1.0,PAID,86248.8,14968.8
1000006429,11499,389,2,4.0,FULFILLED,13068.0,2268.0
1000006430,3033,233,2,3.0,FULFILLED,118047.6,20487.6
1000006431,7976,746,1,,REFUNDED,75032.1,13022.1
1000006432,8032,894,2,1.0,FULFILLED,68534.4,11894.4
1000006433,11667,1083,1,,FULFILLED,17235.0,2835.0
1000006434,4072,1347,1,,FULFILLED,29659.2,4939.2
1000006435,1518,24,2,4.0,FULFILLED,54450.0,9450.0
1000006436,9659,1239,1,,FULFILLED,54561.0,9261.0
1000006437,8339,1151,1,,FULFILLED,27336.0,4536.0
1000006438,9104,696,2,4.0,PAID,59532.0,10332.0
1000006439,1142,1278,1,,FULFILLED,18442.5,2992.5
1000006440,3706,336,1,,PAID,43080.6,7320.6
1000006441,9875,1174,1,,PAID,32728.08,5680.08
1000006442,6816,668,1,,FULFILLED,43888.8,7408.8
1000006443,5850,501,2,2.0,FULFILLED,53905.5,9355.5
1000006444,5908,1292,2,1.0,CANCELLED,27588.0,4788.0
1000006445,7494,198,1,,REFUNDED,49905.0,8505.0
1000006446,8331,884,1,,FULFILLED,69579.6,11919.6
1000006447,7007,1230,1,,FULFILLED,35985.0,5985.0
1000006448,11909,212,2,2.0,FULFILLED,13068.0,2268.0
1000006449,6466,1025,2,2.0,FULFILLED,13068.0,2268.0
1000006450,4039,1424,2,2.0,FULFILLED,30945.75,5370.75
1000006451,5947,975,1,,FULFILLED,12661.2,2041.2
1000006452,7398,820,1,,FULFILLED,40704.0,6804.0
1000006453,5523,1099,1,,FULFILLED,92431.5,15781.5
1000006454,7184,1175,1,,CANCELLED,14694.0,2394.0
1000006455,1028,860,2,4.0,CANCELLED,15972.0,2772.0
1000006456,5833,132,2,3.0,FULFILLED,13794.0,2394.0
1000006457,11328,573,1,,FULFILLED,36474.0,6174.0
1000006458,1043,199,2,4.0,FULFILLED,26136.0,4536.0
1000006459,6471,539,1,,FULFILLED,26029.2,4309.2
1000006460,10375,196,1,,FULFILLED,33870.0,5670.0
1000006461,2637,267,1,,FULFILLED,33870.0,5670.0
1000006462,5117,220,2,4.0,FULFILLED,51455.25,8930.25
1000006463,1261,604,1,,FULFILLED,103455.0,17955.0
1000006464,3084,73,1,,FULFILLED,31692.0,5292.0
1000006465,6177,1331,1,,FULFILLED,36774.0,6174.0
1000006466,6155,158,1,,FULFILLED,29940.0,5040.0
1000006467,1662,549,2,2.0,FULFILLED,72570.96,12594.96
1000006468,1306,1448,1,,FULFILLED,56376.0,9576.0
1000006469,11110,795,2,1.0,CANCELLED,26136.0,4536.0
1000006470,8142,77,1,,FULFILLED,17018.25,2693.25
1000006471,10747,1163,1,,FULFILLED,15294.0,2394.0
1000006472,8625,1121,2,1.0,FULFILLED,18150.0,3150.0
1000006473,2428,232,2,1.0,FULFILLED,43560.0,7560.0
1000006474,3495,329,1,,PAID,15383.7,2513.7
1000006475,771,1094,1,,FULFILLED,29659.2,4939.2
1000006476,9608,944,1,,FULFILLED,60076.5,10426.5
1000006477,6546,1304,1,,FULFILLED,13968.0,2268.0
1000006478,92,61,2,1.0,FULFILLED,39204.0,6804.0
1000006479,8412,560,2,3.0,FULFILLED,39930.0,6930.0
1000006480,6001,299,1,,FULFILLED,49179.0,8379.0
1000006481,10456,812,1,,PAID,44188.8,7408.8
1000006482,1108,169,1,,FULFILLED,140410.5,24160.5
1000006483,8702,1136,2,1.0,REFUNDED,14520.0,2520.0
1000006484,4033,986,1,,FULFILLED,18987.0,3087.0
1000006485,11410,1066,2,1.0,FULFILLED,54450.0,9450.0
1000006486,9882,1041,2,1.0,FULFILLED,71728.8,12448.8
1000006487,4757,152,2,2.0,REFUNDED,43923.0,7623.0
1000006488,940,1402,2,3.0,PAID,39131.4,6791.4
1000006489,1145,1032,1,,FULFILLED,35685.0,5985.0
1000006490,3337,508,1,,FULFILLED,79308.0,13608.0
1000006491,8500,32,1,,FULFILLED,19565.7,3395.7
1000006492,10757,1373,1,,FULFILLED,29088.0,4788.0
1000006493,6440,1133,2,3.0,FULFILLED,89479.5,15529.5
1000006494,3720,1336,1,,FULFILLED,45520.2,7900.2
1000006495,900,1061,1,,FULFILLED,42582.0,7182.0
1000006496,9999,1033,1,,CANCELLED,29088.0,4788.0
1000006497,11387,993,2,2.0,FULFILLED,32804.31,5693.31
1000006498,3811,1034,1,,FULFILLED,18142.5,2992.5
1000006499,4873,1468,2,1.0,FULFILLED,30492.0,5292.0
1000006500,4384,419,1,,FULFILLED,33870.0,5670.0
1000006501,5734,1348,1,,CANCELLED,54261.0,9261.0
1000006502,5846,39,2,4.0,PAID,18966.75,3291.75
1000006503,7183,1006,1,,REFUNDED,14268.0,2268.0
1000006504,2700,311,2,1.0,FULFILLED,72926.7,12656.7
1000006505,1416,373,1,,FULFILLED,33870.0,5670.0
1000006506,5566,623,1,,FULFILLED,43879.2,7459.2
1000006507,7827,1313,1,,FULFILLED,19050.0,3150.0
1000006508,10565,283,2,2.0,FULFILLED,49803.6,8643.6
1000006509,9712,734,1,,FULFILLED,112641.0,19341.0
1000006510,8148,1182,2,2.0,FULFILLED,75141.0,13041.0
1000006511,8144,67,2,2.0,FULFILLED,74197.2,12877.2
1000006512,502,919,1,,FULFILLED,30249.6,4989.6
1000006513,4178,737,2,4.0,FULFILLED,15652.56,2716.56
1000006514,10153,1267,2,1.0,FULFILLED,17242.5,2992.5
1000006515,7950,1345,1,,PAID,56702.7,9632.7
1000006516,1700,1085,1,,FULFILLED,24722.4,4082.4
1000006517,10445,126,1,,FULFILLED,44760.0,7560.0
1000006518,4375,20,1,,FULFILLED,50703.6,8643.6
1000006519,10531,1183,1,,PAID,15429.6,2469.6
1000006520,2512,1082,1,,FULFILLED,27336.0,4536.0
1000006521,5339,349,1,,FULFILLED,46638.0,7938.0
1000006522,5761,569,1,,FULFILLED,104218.88,17931.38
1000006523,11740,10,1,,CREATED,35685.0,5985.0
1000006524,7185,1194,2,4.0,FULFILLED,35283.6,6123.6
1000006525,11141,1350,1,,FULFILLED,56029.05,9724.05
1000006526,5381,1490,1,,FULFILLED,13968.0,2268.0
1000006527,11831,517,2,4.0,FULFILLED,66007.92,11455.92
1000006528,4901,907,1,,FULFILLED,37109.25,6284.25
1000006529,4858,115,1,,FULFILLED,53227.5,8977.5
1000006530,6429,415,1,,FULFILLED,39133.5,6583.5
1000006531,3218,801,2,3.0,CANCELLED,26136.0,4536.0
1000006532,473,847,1,,FULFILLED,55350.0,9450.0
